	date	time	text_news	label
65	2022-02-23	10:36:00	conscription reservist rank armed force ukraine begin wednesday february 23 command ground force armed force ukraine report reservist 18 60 year old subject conscription officer private noncommissioned officer conscription begin today maximum service life 1 year message say	False
67	2022-02-23	10:37:00	verkhovna rada ukraine adopted first reading bill circulation weapon give right civilian firearm	False
68	2022-02-23	10:39:00	ukraine suspended electricity import belarus since february 23 european system operator network	False
69	2022-02-23	11:06:00	additional temporary regime restriction introduced region ukraine bordering russian federation belarus state border service ukraine report forbidden staying border area night exit watercraft base point movement vehicle except military law enforcement agency agricultural machinery road register road lead state border	False
70	2022-02-23	11:06:00	fsb announced prevention terrorist attack crimea detained 6 russian citizen supporter right sector	False
71	2022-02-23	11:06:00	supporter right sector detained crimea preparing detonate homemade bomb one orthodox church crimea fsb	False
72	2022-02-23	11:09:00	national security defense council ukraine decided introduce state emergency throughout ukraine except donetsk luhansk region decision must approved verkhovna rada secretary	False
73	2022-02-23	11:15:00	ukrainian authority plan confiscate registered weapon population introduction state emergency secretary national security defense council	False
75	2022-02-23	11:27:00	state emergency ukraine introduced 30 day president may extend another month nsdc secretary	False
76	2022-02-23	12:00:00	reportedly ukrainian soldier ukraine jfo zone receiving sm message russia going defeat army two day observer claim proof russian electronic warfare ew leer3 system action	False
77	2022-02-23	12:02:00	moscow gave green light use rf armed force donbas still time save life leave ooc zone	False
78	2022-02-23	12:06:00	publication sanction russian federation recognizing dpr lpr expected 1700 moscow time eu permanent representative agreed technical detail restriction final approval procedure launched french representation eu said	False
79	2022-02-23	12:09:00	list main formation law enforcement agency ukraine stationed territory dpr lpr light recent event imminent onset zhour better ukrainian military personnel leave unit dnr territory a0693 54th separate mechanized brigade bakhmut including a2457 25th separate motorized infantry battalion a3220 46th separate assault battalion donbas a0989 56th separate motorized infantry brigade mariupol including a2962 21st separate motorized infantry battalion a2988 23rd separate motorized infantry battalion a3137 37th separate motorized infantry battalion a2120 81st separate airmobile brigade druzhkovka including a0641 90th separate airmobile battalion konstantinovka a4165 122nd separate airmobile battalion konstantinovka a1275 503rd separate battalion marine mariupol a7037 109th separate territorial defense brigade including a7270 a7271 a7272 a7273 a7275 separate platoon combat submarine sabotage force mean mariupol donetsk zonal department vsp kramatorsk 3057 12th operational brigade nsu mariupol including separate detachment special purpose azov 9937 1st border detachment state border guard service mariupol 2382 11th border detachment state border guard service kramatorsk 1472 23rd detachment marine guard state border guard service mariupol lpr territory a0536 53rd separate mechanized brigade severodonetsk including a3488 24th separate assault battalion aidar a2026 43rd separate motorized infantry battalion a7039 111th separate territorial defense brigade including a7276 a7283 a7284 a7285 a7364 a7365 lugansk zonal department vsp severodonetsk 3035 15th slavic regiment ngu slavyansk 9938 3rd border detachment state border guard service lisichansk poisk_mil	False
80	2022-02-23	12:14:00	number attack armed force ukraine almost doubled people militia lpr	False
81	2022-02-23	12:20:00	armed force ukraine evicting civilian house city zolote popasnaya donbas settle military personnel people militia lpr said	False
82	2022-02-23	12:24:00	armed force ukraine pulling artillery unit equipped grad mlrs line contact people militia lpr report	False
86	2022-02-23	13:09:00	unlikely possible reach agreement donbas peacefully current government kiev andrey turchak deputy chairman federation council russia	False
87	2022-02-23	13:11:00	clock decommunization ukraine counting last moment russia urgently take diplomat armored vehicle move forward line attack come surprise right today response endless shelling national battalion ukrainian armed force begin multiply zero	False
88	2022-02-23	13:15:00	russian troop moment event ukraine aggression possible document signed allow u ask help pushilin	False
89	2022-02-23	13:34:00	eu plan impose sanction russian defense minister sergei shoigu wall street journal	False
90	2022-02-23	13:34:00	british defense secretary ben wallace said london always ready strike russian interest anywhere world necessary scot guard kicked tsar nicholas 1853 crimea always wallace say	False
92	2022-02-23	14:22:00	30day exercise territorial defense begin kharkiv region bordering russian federation	False
93	2022-02-23	14:23:00	investigative committee russian federation identified 85 person armed force ukraine structure ukraine give carry order use prohibited mean warfare donbas eight year 26 thousand civilian died donbas another 55 thousand injured rf investigative committee said	False
95	2022-02-23	16:44:00	zelensky proposes verkhovna rada introduce state emergency ukraine 0000 0100 moscow time february 24 period 30 day	False
97	2022-02-23	16:52:00	newsweek say ukrainian president zelensky briefed massive russian invasion using airstrikes missile ground troop could begin 48 hour	False
98	2022-02-23	16:53:00	eu imposed sanction 351 state duma deputy voted recognition dpr lpr well 27 individual organization	False
99	2022-02-23	16:53:00	eu banned european business economic transaction dpr lpr document	False
100	2022-02-23	16:53:00	ministry defense russian federation response statement head military department britain recommend british serviceman study well geography russia also history	False
101	2022-02-23	16:54:00	largescale cyberattack underway ukraine multiple ministry public sector bank website telephone deputy also affected country information minister say disclosetv	False
103	2022-02-23	18:09:00	march 1 border ukraine belarus closed railway communication republic belarus ukraine terminated chykchyryk	False
105	2022-02-23	18:39:00	unknown russian aircraft entered ukrainian airspace morning short time presumably reconnaissance purpose newsweek reference u intelligence	False
106	2022-02-23	18:39:00	reuters two column equipment personnel moving towards donetsk russian border	False
107	2022-02-23	18:50:00	office zelensky announced decision strengthen security mariupol donetsk region	False
108	2022-02-23	19:32:00	ukrainian armed force must voluntarily leave territory dpr take weapon pushilin	False
109	2022-02-23	19:46:00	ukrainian army attacked position lpr near village nikolaevka alexander kots report according armed force ukraine opened massive fire people militia republic battle use small arm artillery multiple explosion heard	False
110	2022-02-23	19:51:00	serious battle going nikolaevka area ukrainian force attacked position people militia tried go offensive	False
111	2022-02-23	19:53:00	serviceman people militia lpr died result shelling armed force ukraine representative office lpr jccc reported	False
112	2022-02-23	19:58:00	joe biden ordered imposition sanction operator nord stream 2 nord stream 2 ag	False
114	2022-02-23	20:55:00	publication strana tell restriction await ukraine starting night restriction freedom movement special entryexit regime car inspection ban mass event strike curfew checking document search citizen housing prohibition conscript person liable military service change registration without permission military registration enlistment office also ban travel abroad prohibition dissemination information destabilize situation special regulation communication internet mobile phone may banned temporary irrevocable evacuation population carried provision alternative housing	False
115	2022-02-23	20:58:00	armed force ukraine also attacked position republican force nm lpr reported war correspondent allrussian state television radio broadcasting company evgeny poddubny according poddubny attack come several direction earlier kp correspondent alexander kots announced attempt break ukrainian military near village nikolaevka	False
116	2022-02-23	21:03:00	crimea checkpoint kalanchak chongar closed entry exit citizen ukraine	False
117	2022-02-23	21:08:00	united state concerned growth partnership russia china state department	False
121	2022-02-24	03:36:00	kotsnews telegram returned nikolaevka epoddubny attacked two large group armed force ukraine crossed seversky donets ukrainian least 9200 soldier detail later httpstmesashakots29019	False
122	2022-02-24	03:36:00	russian military journalist wargonzo telegram kharkiv deenergized httpstmewargonzo5949	False
124	2022-02-24	03:36:00	wagner affiliated channel many write u war asking u escalate tension may hoped everything work disappoint weve talking video year indication expect largescale war regime ukraine question already resolved httpstmegrey_zone12415	False
125	2022-02-24	03:36:00	unit ukrainian armed force crossed seversky donets support artillery height near village attacked nikolayevka knocked fighter nm dpr tried gain foothold got strong response tank pulled front line lugansk artillery joined result unit armed force ukraine thrown back although initially acted successfully guy front line say kiev 9 200 got back sashakots expect detail soon	False
126	2022-02-24	03:36:00	finland ready apply nato membership national security issue come finnish primeminister say	False
127	2022-02-24	03:36:00	live europeturkey get proxytorvpn late httpstmebellumactanews70639	False
137	2022-02-24	03:45:00	putin russia one powerful power world attack country result rout aggressor nato eastward expansion accelerating russia longer silently watch beginning military development ukraine unacceptable antirussia created	False
138	2022-02-24	03:46:00	putin donbas 8 year everything resolve situation peacefully vain	False
142	2022-02-24	03:49:00	putin waiting moment attack russia even claim posse nuclear weapon let russia cannot develop putin constantly threat emanating ukraine forced use opportunity today	False
146	2022-02-24	03:53:00	putin aimed demilitarization ukraine occupation action selfdefense threat matter hard	False
150	2022-02-24	03:55:00	russia seek denazify demilitarize ukraine bring justice committed crime civilian	False
151	2022-02-24	03:55:00	putin everyone try create threat people answer immediate answer swift lead consequence encountered decision made	False
155	2022-02-24	03:58:00	putin count consolidated position parliament start operation donbas	False
170	2022-02-24	04:24:00	first loss armed force ukraine two vaunted turkish bayraktars tb2 donetsk direction	False
177	2022-02-24	04:42:00	pentagon spokesman said united state observing preassault shelling continue several hour therefore ground operation begin direction russia concentrated force	False
179	2022-02-24	04:52:00	russian armed force seized several checkpoint ukrainianrussian border sumy region	False
181	2022-02-24	04:57:00	important remember war seize territory war denazify ukraine establish territory regime hostile russia would pose threat russia inhabitant	False
184	2022-02-24	05:03:00	journalist yuri butusov writes russia attacking military facility across country first strike carried air defense unit air base control system	False
188	2022-02-24	05:10:00	ukrainian foreign minister report aggressive war ukraine defend win	False
189	2022-02-24	05:10:00	source op said office president today expects occupation kharkiv odessa force armed force ukraine stretched able repel attack russia	False
191	2022-02-24	05:12:00	convoy heavy equipment including large number tank crossed russianukrainian border direction kharkov	False
198	2022-02-24	05:26:00	militarypolitical leadership ukraine paralyzed troop completely demoralized havent even declared war war going hour half armed force ukraine already completely defeated	False
199	2022-02-24	05:26:00	nbc citing adviser head ministry internal affair ukraine claim russian troop landed odessa	False
200	2022-02-24	05:26:00	belgorod region border ukraine class school kindergarten canceled governor	False
205	2022-02-24	05:40:00	breaking report entire city mariupol captured donetsk people republic russian armed force	False
206	2022-02-24	05:41:00	russian defense ministry told ria novosti highprecision weapon disable military infrastructure air defense facility military airfield aviation ukrainian army	False
207	2022-02-24	05:41:00	civilian population ukraine danger ria novosti told russian defense ministry	False
208	2022-02-24	05:41:00	bastard dare start massacre civilian population political massacre kiev city ukraine found destroyed anywhere world regardless statute limitation source familiar situation	False
216	2022-02-24	05:49:00	lugansk people republic ministry defense announces storming town shchastya northwest lugansk	False
217	2022-02-24	05:50:00	troop luhansk people republic went offensive ministry internal affair lpr	False
218	2022-02-24	05:51:00	marauder robber rapist street liberated ukrainian city shot right scene crime	False
219	2022-02-24	05:55:00	dpr force attacking position armed force ukraine along entire line contact using mean destruction available basurin representative people militia dpr	False
220	2022-02-24	06:07:00	banderaturkish mourning vsk russian federation delivered pinpoint strike caliber missile launcher kulbakino military airfield nikolaev region bayraktar strike uavs located	False
223	2022-02-24	06:14:00	moment witnessing first surgical work rf armed force deprive ukraine air defense air force navy strike weapon command structure ammunition depot	False
225	2022-02-24	06:29:00	russian troop rolling ukraine via belarusian border say cnn captured live stream column spotted 648am	False
228	2022-02-24	06:43:00	artillery dpr hit headquarters operation combined force armed force ukraine donbas headquarters house entire command armed force ukraine control ukrainian military fire loss confirmed assume ukrainian general staff lost control troop	False
229	2022-02-24	06:44:00	general staff ukraine report launch missile bomb attack airport five city boryspil ozerny kulbakin nikolaev chuguev kramatorsk chernobaevka kherson	False
233	2022-02-24	06:56:00	ministry emergency situation ukraine reported first two lost settlement village melovoe gorodishche luhansk region	False
235	2022-02-24	07:00:00	people militia lpr announced begun artillery preparation operation liberate temporarily occupied territory	False
238	2022-02-24	07:05:00	russian ministry defense reported air defense system armed force ukraine suppressed	False
239	2022-02-24	07:05:00	russian ministry defense military infrastructure air base armed force ukraine disabled	False
240	2022-02-24	07:05:00	ministry defense russian federation denied report russian plane shot ukraine	False
241	2022-02-24	07:05:00	dear citizen ukraine antifascist brother sister ask observing precaution disseminate much possible internet photo video movement armed force ukraine	False
242	2022-02-24	07:06:00	senior ukrainian official certain hundred ukrainian service member already died russian strike wsj	False
244	2022-02-24	07:09:00	strike carried military facility including western ukraine according ministry emergency situation country lutsk ivanofrankivsk	False
249	2022-02-24	07:27:00	according source 7th tactical aviation brigade ukrainian air force longer exists su24m bomber destroyed rocket bomb strike airfield starokonstantinov	False
250	2022-02-24	07:44:00	53rd mechanized brigade armed force ukraine suffers loss volnovakha area	False
251	2022-02-24	07:45:00	russian armoured vehicle entered deep kharkov chernigov province federal police ukraine	False
254	2022-02-24	07:49:00	russia temporarily suspended shipping sea azov source maritime sector told ta thursday	False
258	2022-02-24	07:56:00	breaking russian tank village cherkaski tyshky 20 minute drive city limit kharkov	False
260	2022-02-24	08:14:00	update donetsk mariupol front dpr storming village nikolaevka mykolaivka ukrainian 53rd brigade taking loss deserting headquarters 53rd brigade volnovakha withdrawing evacuating	False
262	2022-02-24	08:14:00	lugansk people republic mod claim ukrainian unit refusing follow order deserting	False
264	2022-02-24	08:30:00	picture actually taken northeastern entrance city kharkov doubt russian army entered kharkov	False
265	2022-02-24	08:30:00	looking flight fwmxm appearing website called flightradar24com call sign longer available fully wiped site going kyiv na	False
266	2022-02-24	08:30:00	romanian mod report su27 ukrainian air force made unauthorized flight across romanian border intercepted romanian air force forced land	False
267	2022-02-24	08:30:00	lugansk people republic shoot ukrainian drone village lozove ministry defence	False
268	2022-02-24	08:30:00	russian taken position beltway ring road around kharkov report say moving surround city	False
269	2022-02-24	08:30:00	russian armed force captured genichesk border crimea 30 minute ago ukrainian retreated	False
270	2022-02-24	08:30:00	donetsk people republic say destroyed many tank belonging ukrainian aidar battalion	False
271	2022-02-24	08:31:00	ukrainian citizen pro russian stay strong soon city liberated	False
272	2022-02-24	08:32:00	russia military operation ukraine germany buy gas coal country head german ministry economy	False
273	2022-02-24	08:35:00	people militia dpr ready provide humanitarian corridor serviceman 53rd ombr armed force ukraine surrounded subject voluntary surrender weapon	False
274	2022-02-24	08:38:00	number one task military operation donbas reach administrative border donetsk luhansk region basurin	False
275	2022-02-24	08:38:00	dpr took control settlement viktorovka bogdanovka drone armed force ukraine bayraktar basurin shot	False
278	2022-02-24	08:43:00	eu impose sanction strategic sector russian economy blocking access key technology market head european commission	False
280	2022-02-24	09:12:00	column russian tank entered luhansk region turn settlement krasnaya talovka milovo gorodishche ministry internal affair	False
281	2022-02-24	09:20:00	attention official allowed distribution weapon civilian population kiev tried military tribunal war criminal shot sight	False
283	2022-02-24	10:35:00	intelligence data show individual unit serviceman ukrainian armed force massively leaving position abandoning weapon rf ministry defense	False
286	2022-02-24	10:41:00	city popasnaya lpr liberated force republic crossed severskydonets nm lpr	False
288	2022-02-24	11:11:00	china refused condemn russia chinese foreign ministry spokeswoman hua chunying said necessary take account legitimate concern russian president vladimir putin recalled sale american weapon kiev opinion chinese side russia independent determine strategy based interest hua chunying said	False
289	2022-02-24	11:12:00	state duma speaker vyacheslav volodin appealed citizen ukraine participate mobilization ask loved one serving armed force ukraine lay arm	False
292	2022-02-24	11:58:00	office president ukraine stated supply food chain store last 1520 day	False
293	2022-02-24	12:14:00	72 military facility armed force ukraine two tank two aircraft hit people militia lpr	False
295	2022-02-24	12:15:00	demilitarization ukraine one goal russian military operation mean neutralization military potential peskov	False
297	2022-02-24	12:32:00	nato country decided put action alliance defense plan said secretary general alliance	False
298	2022-02-24	12:39:00	lavrov chinese foreign minister agreed reason crisis usencouraged refusal kiev implement minsk agreement russian foreign ministry	False
305	2022-02-24	13:13:00	42 ukrainian border guard crossed territory russian federation bryansk region crimea fsb said	False
307	2022-02-24	13:25:00	office president ukraine announced situation country control really	False
310	2022-02-24	13:41:00	regarding one wrecked russian armored car sometimes war knocked crew evacuated car abandoned nothing surprising scary column burn nothing tragic crew alive column continues offensive mig41	False
311	2022-02-24	14:25:00	russian defense ministry russian military shot ukrainian combat helicopter four attack drone	False
312	2022-02-24	14:26:00	russian ministry defense result russian strike 74 ground object military infrastructure ukraine disabled including 11 airfield air force 3 command post naval base 18 radar station s300 bukm1 air defense system	False
313	2022-02-24	14:28:00	shoigu gave special instruction unit commander treat ukrainian serviceman captured respect russian defense ministry	False
314	2022-02-24	14:29:00	advance volnovakha morning amounted 7 kilometer information ministry defense russian federation	False
315	2022-02-24	14:39:00	air alert announced lviv embassy moved left kiev last two week medium	False
316	2022-02-24	17:02:00	russian ministry defense result russian strike 74 ukrainian military target put action 11 air base 3 command post naval base 18 air defense radar station	False
319	2022-02-24	17:06:00	result shell hit belgorod region two adult child injured one house destroyed eight damaged investigative committee russia	False
321	2022-02-24	17:14:00	zelensky confirmed russian armed force established control airfield near kiev raise issue transfer serious force military transport aviation occupied bridgehead seriously worsen situation armed force ukraine near kiev	False
322	2022-02-24	17:21:00	christo grozev work british intelligence said 18 il76md pskov flying towards kiev	False
323	2022-02-24	17:22:00	russia skipping rest ukraine sending troop directly liberated airport soon liberate kiev	False
324	2022-02-24	17:26:00	zelensky received ultimatum rejection ldnr federation southeast forgetting forever even word crimea 12 hour think second phase real decommunization begin	False
326	2022-02-24	17:39:00	united state belief russia yet used full potential electronic warfare white house	False
327	2022-02-24	18:04:00	new york time citing pentagon report purpose russian operation ukraine allegedly overthrow current government current action first phase according pentagon wider operation ahead according american intelligence kiev fall next 96 hour	False
328	2022-02-24	18:07:00	according unconfirmed report russian armed force took control chernobyl nuclear power plant	False
329	2022-02-24	18:11:00	group dpr lpr troop advanced 68 km depth became possible thanks fire support artillery army aviation rf ministry defense	False
330	2022-02-24	18:12:00	ministry defense russia exit russian troop kherson secured north crimean canal unblocked water supply crimea restored	False
331	2022-02-24	18:14:00	russian ministry defense result russian strike 83 ground object military infrastructure ukraine disabled two ukrainian su27s two su24s one helicopter four bayraktar tb2 drone shot	False
333	2022-02-24	18:19:00	critical theorist say day success terrible night someone begin night work artificial intelligence ministry defense russian federation	False
337	2022-02-24	18:34:00	advisor head presidential office ukraine podoliak confirmed information capture chernobyl nuclear power plant control chernobyl site lost	False
338	2022-02-24	18:52:00	u sanction russia announced thursday affect oil company russian entrepreneur putin personally bloomberg	False
340	2022-02-24	19:00:00	biden asked disrupt internet connection russia cut power supply disrupt work railway prevent resupply force nbc	False
341	2022-02-24	19:42:00	broadcasting number russian tv channel including rt banned poland polish authority said	False
347	2022-02-24	20:17:00	iranian president ibrahim raisi expressed understanding russian security concern tehran laid responsibility happening west united state nato	False
349	2022-02-24	21:15:00	state border guard service ukraine officially confirmed occupation zmiyiny island russian navy	False
350	2022-02-24	22:04:00	british deputy defense minister james hippie said nato establish nofly zone ukraine	False
351	2022-02-24	22:07:00	armed force ukraine see chechen grushniki everywhere laid land mine road waiting blow lonely bmp soon possible cut head survivor	False
355	2022-02-24	23:57:00	left alone defense state ready fight u dont see ready guarantee ukraine accession nato everyone afraid zelensky	False
356	2022-02-25	00:04:00	radioactive radiation reactor chernobyl increased significantly last hour 3200 nsvh 65500 nsvh	False
357	2022-02-25	00:11:00	ochakov two minute cannonade machine gun largecaliber explosion heard	False
359	2022-02-25	00:32:00	jen psaki earlier white house press briefing believe putin store europe certainly think grander ambition ukraine	False
360	2022-02-25	01:36:00	china embassy ukraine friday said chinese national could register chartered flight leave country china rejected calling moscow move invasion instead urged side exercise restraint reuters	False
361	2022-02-25	01:48:00	secretary blinken tell abc tonight he convinced president putin going try overthrow ukrainian government attempt reconstitute soviet empire	False
362	2022-02-25	02:43:00	city konotop sumy oblast siege russian military convoy moving west towards kyiv	False
373	2022-02-25	05:40:00	state emergency service ukraine report russian landing village pavlovka popelnyansky district zhytomyr region	False
375	2022-02-25	06:05:00	sumy regional state administration reported russian troop cordoned major city sumy region moving west russian set checkpoint entrance exit city sumy civilian population let situation remains critical large number tank various equipment moved direction kiev	False
376	2022-02-25	06:11:00	russian equipment heading airfield ukraine said captured back equipment heading towards capital kiev	False
377	2022-02-25	06:21:00	lviv need go shelter siren sounded meaning air raid alert lviv mayor andrey sadovoy	False
378	2022-02-25	06:24:00	kyiv city council attention training alarm air threat announced go nearest shelter immediately remind subway station available people shelter time day capital operates martial law follow official information keep calm	False
380	2022-02-25	06:48:00	clash ukrochaty tank go gostomel special force holding airport captured	False
381	2022-02-25	06:54:00	china russia ally closer ally chinese foreign ministry position vladimir putin	False
383	2022-02-25	07:02:00	tank column moving towards gostomel support russian special force fighting airport	False
384	2022-02-25	07:35:00	ukrainian serviceman 57th brigade raised white flag got touch asked humanitarian corridor	False
387	2022-02-25	08:12:00	time ukrainian military wary ukrainian military equipment evil cunning russian everywhere	False
388	2022-02-25	08:14:00	guy gostomel hero russia landing party confirmed guy blue beret real treasure country glory airborne force glory russia	False
389	2022-02-25	09:02:00	russian ministry defense russian airborne force yesterday took full control territory area chernobyl nuclear power plant agreement reached serviceman ukrainian nuclear power plant protection battalion joint security power unit sarcophagus radioactive background normal npp personnel continue maintain facility normal mode monitor radioactive situation	False
390	2022-02-25	09:04:00	russian armed force destroyed 18 tank combat armored vehicle 7 mlrs 41 unit military vehicle 5 combat boat operation ukraine russian defense ministry	False
391	2022-02-25	09:05:00	ministry defense russian federation 11 military airfield ukraine put action	False
392	2022-02-25	09:05:00	area snake island odessa region 82 ukrainian soldier laid arm surrendered take subscription refusing participate battle near future returned family russian defense ministry	False
393	2022-02-25	09:20:00	finance minister germany announced complete blockade russian bank virtual cessation business russia	False
395	2022-02-25	09:22:00	grouping dpr troop volnovakha direction overcoming stubborn resistance enemy advanced one kilometer deep defense nationalist battalion group lpr troop stepovoe area advanced depth 9 kilometer russian defense ministry	False
396	2022-02-25	09:33:00	turn ukraine24 arestovich air right took gostomel 2 time yesterday say almost missile intercepted ukrainian air defense russia simply longer given advanced russian battle group already 10 km khreshchatyk hope sit air moment people v people z come kiev	False
397	2022-02-25	09:40:00	russian federation prohibits arrival transit aircraft associated uk registered according federal air transport agency	False
399	2022-02-25	09:58:00	great regret crimean version work command armed force russian federation avoided strike manpower ukrainian army tried minimize loss destruction infrastructure led additional loss think theyve moved tougher version operation bring death great grief sorry	False
404	2022-02-25	10:34:00	unknown people began storm verkhovna rada government quarter kiev information local antifascist security force support russian special force	False
405	2022-02-25	10:39:00	assault kiev carried primarily force chechnya among thing action personally coordinated ramzan kadyrov	False
406	2022-02-25	10:45:00	day left troop dpr lpr reach administrative border donetsk luhansk region pushilin	False
407	2022-02-25	10:51:00	adviser head zelenskys office reiterated kiev ready negotiation russia including neutral status moscow ready	False
409	2022-02-25	11:02:00	prime minister italy said zelensky get touch hour half ago despite agreement	False
411	2022-02-25	11:41:00	special force given special order prevent flight former prime minister turchynov ukraine reported mash citing source russian defense ministry planned ostensibly tried war crime unleashing war donbas	False
412	2022-02-25	12:00:00	breaking ukrainian president volodymyr zelensky taken bunker russian troop close kiev cnn	False
413	2022-02-25	12:09:00	assad conversation putin expressed support special military operation protect population donbas syrian president expressed strong support russia special military operation protect civilian population donbas republic condemning destabilizing policy united state nato one time led serious degradation situation middle east kremlin press service reported	False
414	2022-02-25	12:24:00	chinese president xi jinping telephone conversation russian president vladimir putin medium	False
416	2022-02-25	13:28:00	capture gostomel airfield suburb kiev 200 nationalist special unit ukraine killed russian defense ministry said	False
418	2022-02-25	14:05:00	urra force russian airborne force landing force united gostomel kiev blocked west russian defense ministry 2 day special group 200 fighter held strategic airfield repelled attack enemy many time superior force	False
419	2022-02-25	14:06:00	armed force ukraine suffered simply monstrous loss near gostomel huge column armed force ukraine destroyed air going reinforce unit storming position russian	False
420	2022-02-25	17:02:00	according reliable information night february 26 strike aircraft russian aerospace force used kherson direction thats right stop babysitting	False
421	2022-02-25	18:58:00	nato russia must immediately end war ukraine withdraw force territory return path aggression	False
422	2022-02-25	18:58:00	breaking nato provide air defense system ukraine weapon nato secretary general jens stoltenberg	False
424	2022-02-25	19:01:00	nato belief russia violated founding act russianato three time agreement longer work stoltenberg said	False
